mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
65	65	256	256	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1064									5					
65	65	257	257	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	1065														
65	65	256	256	0.0	0	0	Chord	2/2	1	2	0	acciaccatura	1/8	1	1066														
65	65	256	256	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	1067														
65	65	256	256	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1068														
65	65	513/2	513/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1069														
65	65	257	257	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1070														
65	65	515/2	515/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1071														
65	65	258	258	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1072														
65	65	517/2	517/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1073														
65	65	259	259	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1074														
65	65	519/2	519/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1075														
66	66	260	260	0.0	0	0	Spanner	2/2	1	1	0																	14	
66	66	260	260	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1076													14	
66	66	521/2	521/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1077													14	
66	66	261	261	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1078													14	
66	66	523/2	523/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1079													14	
66	66	262	262	0.0	1/2	1/2	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>slentando</i>"										14	
66	66	262	262	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1080		articTenutoAbove							6				14	
66	66	525/2	525/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1081		articTenutoAbove							6				14	
66	66	263	263	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1082		articTenutoAbove							6				14	
66	66	527/2	527/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1083		articTenutoAbove											14	
67	67	264	264	0.0	0	0	Spanner	2/2	1	1	0																		
67	67	264	264	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1084		articStaccatoAbove												
67	67	266	266	0.0	1/2	1/2	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>tranquillo</i>"											
67	67	266	266	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1085														
67	67	266	266	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1086														
68	68	268	268	0.0	0	0	Spanner	2/2	1	1	0																		16
68	68	268	268	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1087														16
68	68	270	270	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	1088														16
68	68	268	268	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	1089														
68	68	270	270	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1090														
69	69	272	272	0.0	0	0	Spanner	2/2	1	1	0																		
69	69	272	272	0.0	0	0	Spanner	2/2	1	1	0																	15	
69	69	272	272	4.0	0	0	Chord	2/2	1	1	1		1	1	1091													15	
69	69	272	272	4.0	0	0	Chord	2/2	2	1	1		1	1	1092														
70	70	276	276	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>molto tranquillo</i>"											
70	70	276	276	0.0	0	0	Dynamic	2/2	1	1	0					ppp													
70	70	276	276	0.0	0	0	Spanner	2/2	1	1	0																		
70	70	276	276	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1093														
70	70	555/2	555/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1094														
70	70	278	278	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1095														
70	70	557/2	557/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1096														
70	70	279	279	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1097		articTenutoBelow												
70	70	838/3	838/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1098		articTenutoBelow												
70	70	839/3	839/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1099		articTenutoBelow												
70	70	276	276	4.0	0	0	Chord	2/2	1	2	1		1	1	1100														
70	70	276	276	0.0	0	0	StaffText	2/2	2	1	0							una corda											
70	70	276	276	4.0	0	0	Chord	2/2	2	1	1		1	1	1101														
71	71	280	280	4.0	0	0	Chord	2/2	1	1	1		1	1	1102														
71	71	280	280	4.0	0	0	Chord	2/2	2	1	1		1	1	1103														
72	72	284	284	0.0	0	0	Dynamic	2/2	1	1	0					pp													
72	72	284	284	4.0	0	0	Chord	2/2	1	1	1		1	1	1104														
72	72	284	284	4.0	0	0	Chord	2/2	2	1	1		1	1	1105														
73	73	288	288	4.0	0	0	Chord	2/2	1	1	1		1	1	1106														
73	73	288	288	4.0	0	0	Chord	2/2	2	1	1		1	1	1107														
74	74	292	292	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>morendo</i>"											
74	74	292	292	4.0	0	0	Chord	2/2	1	1	1		1	1	1108														
74	74	292	292	4.0	0	0	Chord	2/2	2	1	1		1	1	1109														
75	75	296	296	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>più lento</i>"											
75	75	296	296	0.0	0	0	Chord	2/2	1	1	0	appoggiatura	1/8	1	1110														
75	75	296	296	0.0	0	0	Chord	2/2	1	1	0	appoggiatura	1/8	1	1111														
75	75	296	296	4.0	0	0	Chord	2/2	1	1	1		1	1	1112														
75	75	296	296	0.0	0	0	Chord	2/2	2	1	0	appoggiatura	1/8	1	1113														
75	75	296	296	0.0	0	0	Chord	2/2	2	1	0	appoggiatura	1/8	1	1114														
75	75	296	296	0.0	0	0	Chord	2/2	2	1	0	appoggiatura	1/8	1	1115														
75	75	296	296	4.0	0	0	Chord	2/2	2	1	1		1	1	1116														
76	76	300	300	0.0	0	0	Dynamic	2/2	2	1	0					ppp													
76	76	300	300	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	1117														
76	76	302	302	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	1118														
76	76	300	300	2.0	0	0	Chord	2/2	2	2	1/2		1/2	1	1119														
76	76	302	302	2.0	1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1120														
77	77	304	304	4.0	0	0	Chord	2/2	2	1	1		1	1	1121														
77	77	304	304	4.0	0	0	Chord	2/2	2	2	1		1	1	1122														
